label 	serial 	idx 	mark
0	844	396	0
0	845	397	0
0	846	398	0
0	847	399	0
0	848	400	0
0	849	401	0
0	850	402	0
0	851	403	0
0	852	404	0
0	853	405	0
0	854	406	0
0	855	407	0
0	856	408	0
0	857	409	0
0	858	410	0
0	859	411	0
0	860	412	0
0	861	413	0
0	862	414	0
0	863	415	0
0	864	416	0
0	865	417	0
0	866	418	0
0	867	419	0
0	868	420	0
0	869	421	0
0	870	422	0
0	871	423	0
0	872	424	0
0	873	425	0
0	874	426	0
0	875	427	0
0	876	428	0
0	877	429	0
0	878	430	0
0	879	431	0
0	880	432	0
0	881	433	0
0	882	434	0
0	883	435	0
0	884	436	0
0	885	437	0
0	886	438	0
0	887	439	0
0	888	440	0
0	889	441	0
0	890	442	0
0	891	443	0
0	892	444	0
0	893	445	0
0	894	446	0
1	0	0	0
1	1	1	0
1	2	2	0
1	3	3	0
1	4	4	0
1	5	5	0
1	6	6	0
1	7	7	0
1	8	8	0
1	9	9	0
1	10	10	0
1	11	11	0
1	12	12	0
1	13	13	0
1	14	14	0
1	15	15	0
1	16	16	0
1	17	17	0
1	18	18	0
1	19	19	0
1	20	20	0
1	21	21	0
1	22	22	0
1	23	23	0
1	24	24	0
1	25	25	0
1	26	26	0
1	27	27	0
1	28	28	0
1	29	29	0
1	30	30	0
1	31	31	0
1	32	32	0
1	33	33	0
1	34	34	0
1	35	35	0
1	36	36	0
1	37	37	0
1	38	38	0
1	39	39	0
1	40	40	0
1	41	41	0
1	42	42	0
1	43	43	0
1	44	44	0
1	45	45	0
1	46	46	0
1	47	47	0
1	48	48	0
1	49	49	0
1	50	50	0
1	51	51	0
1	52	52	0
1	53	53	0
1	54	54	0
1	55	55	0
1	56	56	0
1	57	57	0
1	58	58	0
1	59	59	0
1	60	60	0
1	61	61	0
1	62	62	0
1	63	63	0
1	64	64	0
1	65	65	0
1	66	66	0
1	67	67	0
1	68	68	0
1	69	69	0
1	70	70	0
1	71	71	0
1	72	72	0
1	73	73	0
1	74	74	0
1	75	75	0
1	76	76	0
1	77	77	0
1	78	78	0
1	79	79	0
1	80	80	0
1	81	81	0
1	82	82	0
1	83	83	0
1	84	84	0
1	85	85	0
1	86	86	0
1	87	87	0
1	88	88	0
1	89	89	0
1	90	90	0
1	91	91	0
1	92	92	0
1	93	93	0
1	94	94	0
1	95	95	0
1	96	96	0
1	97	97	0
1	98	98	0
1	99	99	0
1	100	100	0
1	101	101	0
1	102	102	0
1	103	103	0
1	104	104	0
1	105	105	0
1	106	106	0
1	107	107	0
1	108	108	0
1	109	109	0
1	110	110	0
1	111	111	0
1	112	112	0
1	113	113	0
1	114	114	0
1	115	115	0
1	116	116	0
1	117	117	0
1	118	118	0
1	119	119	0
1	120	120	0
1	121	121	0
1	122	122	0
1	123	123	0
1	124	124	0
1	125	125	0
1	126	126	0
1	127	127	0
1	128	128	0
1	129	129	0
1	130	130	0
1	131	131	0
1	132	132	0
1	133	133	0
1	134	134	0
1	135	135	0
1	136	136	0
1	137	137	0
1	138	138	0
1	139	139	0
1	140	140	0
1	141	141	0
1	142	142	0
1	143	143	0
1	144	144	0
1	145	145	0
1	146	146	0
1	147	147	0
1	148	148	0
1	149	149	0
1	150	150	0
1	151	151	0
1	152	152	0
1	153	153	0
1	154	154	0
1	155	155	0
1	156	156	0
1	157	157	0
1	158	158	0
1	159	159	0
1	160	160	0
1	161	161	0
1	162	162	0
1	163	163	0
1	164	164	0
1	165	165	0
1	166	166	0
1	167	167	0
1	168	168	0
1	169	169	0
1	170	170	0
1	171	171	0
1	172	172	0
1	173	173	0
1	174	174	0
1	175	175	0
1	176	176	0
1	177	177	0
1	178	178	0
1	179	179	0
1	180	180	0
1	181	181	0
1	182	182	0
1	183	183	0
1	184	184	0
1	185	185	0
1	186	186	0
1	187	187	0
1	188	188	0
1	189	189	0
1	190	190	0
1	191	191	0
1	192	192	0
1	193	193	0
1	194	194	0
1	195	195	0
1	196	196	0
1	197	197	0
1	198	198	0
1	199	199	0
1	200	200	0
1	201	201	0
1	202	202	0
1	203	203	0
1	204	204	0
1	205	205	0
1	206	206	0
1	207	207	0
1	208	208	0
1	209	209	0
1	210	210	0
1	211	211	0
1	212	212	0
1	213	213	0
1	214	214	0
1	215	215	0
1	216	216	0
1	217	217	0
1	218	218	0
1	219	219	0
1	220	220	0
1	221	221	0
1	222	222	0
1	223	223	0
1	224	224	0
1	225	225	0
1	226	226	0
1	227	227	0
1	228	228	0
1	229	229	0
1	230	230	0
1	231	231	0
1	232	232	0
1	233	233	0
1	234	234	0
1	235	235	0
1	236	236	0
1	237	237	0
1	238	238	0
1	239	239	0
1	240	240	0
1	241	241	0
1	242	242	0
1	243	243	0
1	244	244	0
1	245	245	0
1	246	246	0
1	247	247	0
1	248	248	0
1	249	249	0
1	250	250	0
1	251	251	0
1	252	252	0
1	253	253	0
1	254	254	0
1	255	255	0
1	256	256	0
1	257	257	0
1	258	258	0
1	259	259	0
1	260	260	0
1	261	261	0
1	262	262	0
1	263	263	0
1	264	264	0
1	265	265	0
1	266	266	0
1	267	267	0
1	268	268	0
1	269	269	0
1	270	270	0
1	271	271	0
1	272	272	0
1	273	273	0
1	274	274	0
1	275	275	0
1	276	276	0
1	277	277	0
1	278	278	0
1	279	279	0
1	280	280	0
1	281	281	0
1	282	282	0
1	283	283	0
1	284	284	0
1	285	285	0
1	286	286	0
1	287	287	0
1	288	288	0
1	289	289	0
1	290	290	0
1	291	291	0
1	292	292	0
1	293	293	0
1	294	294	0
1	295	295	0
1	296	296	0
1	297	297	0
1	298	298	0
1	299	299	0
1	300	300	0
1	301	301	0
1	302	302	0
1	303	303	0
1	304	304	0
1	305	305	0
1	306	306	0
1	307	307	0
1	308	308	0
1	309	309	0
1	310	310	0
1	311	311	0
1	312	312	0
1	313	313	0
1	314	314	0
1	315	315	0
1	316	316	0
1	317	317	0
1	318	318	0
1	319	319	0
1	320	320	0
1	321	321	0
1	322	322	0
1	323	323	0
1	324	324	0
1	325	325	0
1	326	326	0
1	327	327	0
1	328	328	0
1	329	329	0
1	330	330	0
1	331	331	0
1	332	332	0
1	333	333	0
1	334	334	0
1	335	335	0
1	336	336	0
1	337	337	0
1	338	338	0
1	339	339	0
1	340	340	0
1	341	341	0
1	342	342	0
1	343	343	0
1	344	344	0
1	345	345	0
1	346	346	0
1	347	347	0
1	348	348	0
1	349	349	0
1	350	350	0
1	351	351	0
1	352	352	0
1	353	353	0
1	354	354	0
1	355	355	0
1	356	356	0
1	357	357	0
1	358	358	0
1	359	359	0
1	360	360	0
1	361	361	0
1	362	362	0
1	363	363	0
1	364	364	0
1	365	365	0
1	366	366	0
1	367	367	0
1	368	368	0
1	369	369	0
1	370	370	0
1	371	371	0
1	372	372	0
1	373	373	0
1	374	374	0
1	375	375	0
1	376	376	0
1	377	377	0
1	378	378	0
1	379	379	0
1	380	380	0
1	381	381	0
1	382	382	0
1	383	383	0
1	384	384	0
1	385	385	0
1	386	386	0
1	387	387	0
1	388	388	0
1	389	389	0
1	390	390	0
1	391	391	0
1	392	392	0
1	393	393	0
1	394	394	0
1	395	395	0
1	396	396	0
1	397	397	0
1	398	398	0
1	399	399	0
1	400	400	0
1	401	401	0
1	402	402	0
1	403	403	0
1	404	404	0
1	405	405	0
1	406	406	0
1	407	407	0
1	408	408	0
1	409	409	0
1	410	410	0
1	411	411	0
1	412	412	0
1	413	413	0
1	414	414	0
1	415	415	0
1	416	416	0
1	417	417	0
1	418	418	0
1	419	419	0
1	420	420	0
1	421	421	0
1	422	422	0
1	423	423	0
1	424	424	0
1	425	425	0
1	426	426	0
1	427	427	0
1	428	428	0
1	429	429	0
1	430	430	0
1	431	431	0
1	432	432	0
1	433	433	0
1	434	434	0
1	435	435	0
1	436	436	0
1	437	437	0
1	438	438	0
1	439	439	0
1	440	440	0
1	441	441	0
1	442	442	0
1	443	443	0
1	444	444	0
1	445	445	0
1	446	446	0
1	448	0	0
1	449	1	0
1	450	2	0
1	451	3	0
1	452	4	0
1	453	5	0
1	454	6	0
1	455	7	0
1	456	8	0
1	457	9	0
1	458	10	0
1	459	11	0
1	460	12	0
1	461	13	0
1	462	14	0
1	463	15	0
1	464	16	0
1	465	17	0
1	466	18	0
1	467	19	0
1	468	20	0
1	469	21	0
1	470	22	0
1	471	23	0
1	472	24	0
1	473	25	0
1	474	26	0
1	475	27	0
1	476	28	0
1	477	29	0
1	478	30	0
1	479	31	0
1	480	32	0
1	481	33	0
1	482	34	0
1	483	35	0
1	484	36	0
1	485	37	0
1	486	38	0
1	487	39	0
1	488	40	0
1	489	41	0
1	490	42	0
1	491	43	0
1	492	44	0
1	493	45	0
1	494	46	0
1	495	47	0
1	496	48	0
1	497	49	0
1	498	50	0
1	499	51	0
1	500	52	0
1	501	53	0
1	502	54	0
1	503	55	0
1	504	56	0
1	505	57	0
1	506	58	0
1	507	59	0
1	508	60	0
1	509	61	0
1	510	62	0
1	511	63	0
1	512	64	0
1	513	65	0
1	514	66	0
1	515	67	0
1	516	68	0
1	517	69	0
1	518	70	0
1	519	71	0
1	520	72	0
1	521	73	0
1	522	74	0
1	523	75	0
1	524	76	0
1	525	77	0
1	526	78	0
1	527	79	0
1	528	80	0
1	529	81	0
1	530	82	0
1	531	83	0
1	532	84	0
1	533	85	0
1	534	86	0
1	535	87	0
1	536	88	0
1	537	89	0
1	538	90	0
1	539	91	0
1	540	92	0
1	541	93	0
1	542	94	0
1	543	95	0
1	544	96	0
1	545	97	0
1	546	98	0
1	547	99	0
1	548	100	0
1	549	101	0
1	550	102	0
1	551	103	0
1	552	104	0
1	553	105	0
1	554	106	0
1	555	107	0
1	556	108	0
1	557	109	0
1	558	110	0
1	559	111	0
1	560	112	0
1	561	113	0
1	562	114	0
1	563	115	0
1	564	116	0
1	565	117	0
1	566	118	0
1	567	119	0
1	568	120	0
1	569	121	0
1	570	122	0
1	571	123	0
1	572	124	0
1	573	125	0
1	574	126	0
1	575	127	0
1	576	128	0
1	577	129	0
1	578	130	0
1	579	131	0
1	580	132	0
1	581	133	0
1	582	134	0
1	583	135	0
1	584	136	0
1	585	137	0
1	586	138	0
1	587	139	0
1	588	140	0
1	589	141	0
1	590	142	0
1	591	143	0
1	592	144	0
1	593	145	0
1	594	146	0
1	595	147	0
1	596	148	0
1	597	149	0
1	598	150	0
1	599	151	0
1	600	152	0
1	601	153	0
1	602	154	0
1	603	155	0
1	604	156	0
1	605	157	0
1	606	158	0
1	607	159	0
1	608	160	0
1	609	161	0
1	610	162	0
1	611	163	0
1	612	164	0
1	613	165	0
1	614	166	0
1	615	167	0
1	616	168	0
1	617	169	0
1	618	170	0
1	619	171	0
1	620	172	0
1	621	173	0
1	622	174	0
1	623	175	0
1	624	176	0
1	625	177	0
1	626	178	0
1	627	179	0
1	628	180	0
1	629	181	0
1	630	182	0
1	631	183	0
1	632	184	0
1	633	185	0
1	634	186	0
1	635	187	0
1	636	188	0
1	637	189	0
1	638	190	0
1	639	191	0
1	640	192	0
1	641	193	0
1	642	194	0
1	643	195	0
1	644	196	0
1	645	197	0
1	646	198	0
1	647	199	0
1	648	200	0
1	649	201	0
1	650	202	0
1	651	203	0
1	652	204	0
1	653	205	0
1	654	206	0
1	655	207	0
1	656	208	0
1	657	209	0
1	658	210	0
1	659	211	0
1	660	212	0
1	661	213	0
1	662	214	0
1	663	215	0
1	664	216	0
1	665	217	0
1	666	218	0
1	667	219	0
1	668	220	0
1	669	221	0
1	670	222	0
1	671	223	0
1	672	224	0
1	673	225	0
1	674	226	0
1	675	227	0
1	676	228	0
1	677	229	0
1	678	230	0
1	679	231	0
1	680	232	0
1	681	233	0
1	682	234	0
1	683	235	0
1	684	236	0
1	685	237	0
1	686	238	0
1	687	239	0
1	688	240	0
1	689	241	0
1	690	242	0
1	691	243	0
1	692	244	0
1	693	245	0
1	694	246	0
1	695	247	0
1	696	248	0
1	697	249	0
1	698	250	0
1	699	251	0
1	700	252	0
1	701	253	0
1	702	254	0
1	703	255	0
1	704	256	0
1	705	257	0
1	706	258	0
1	707	259	0
1	708	260	0
1	709	261	0
1	710	262	0
1	711	263	0
1	712	264	0
1	713	265	0
1	714	266	0
1	715	267	0
1	716	268	0
1	717	269	0
1	718	270	0
1	719	271	0
1	720	272	0
1	721	273	0
1	722	274	0
1	723	275	0
1	724	276	0
1	725	277	0
1	726	278	0
1	727	279	0
1	728	280	0
1	729	281	0
1	730	282	0
1	731	283	0
1	732	284	0
1	733	285	0
1	734	286	0
1	735	287	0
1	736	288	0
1	737	289	0
1	738	290	0
1	739	291	0
1	740	292	0
1	741	293	0
1	742	294	0
1	743	295	0
1	744	296	0
1	745	297	0
1	746	298	0
1	747	299	0
1	748	300	0
1	749	301	0
1	750	302	0
1	751	303	0
1	752	304	0
1	753	305	0
1	754	306	0
1	755	307	0
1	756	308	0
1	757	309	0
1	758	310	0
1	759	311	0
1	760	312	0
1	761	313	0
1	762	314	0
1	763	315	0
1	764	316	0
1	765	317	0
1	766	318	0
1	767	319	0
1	768	320	0
1	769	321	0
1	770	322	0
1	771	323	0
1	772	324	0
1	773	325	0
1	774	326	0
1	775	327	0
1	776	328	0
1	777	329	0
1	778	330	0
1	779	331	0
1	780	332	0
1	781	333	0
1	782	334	0
1	783	335	0
1	784	336	0
1	785	337	0
1	786	338	0
1	787	339	0
1	788	340	0
1	789	341	0
1	790	342	0
1	791	343	0
1	792	344	0
1	793	345	0
1	794	346	0
1	795	347	0
1	796	348	0
1	797	349	0
1	798	350	0
1	799	351	0
1	800	352	0
1	801	353	0
1	802	354	0
1	803	355	0
1	804	356	0
1	805	357	0
1	806	358	0
1	807	359	0
1	808	360	0
1	809	361	0
1	810	362	0
1	811	363	0
1	812	364	0
1	813	365	0
1	814	366	0
1	815	367	0
1	816	368	0
1	817	369	0
1	818	370	0
1	819	371	0
1	820	372	0
1	821	373	0
1	822	374	0
1	823	375	0
1	824	376	0
1	825	377	0
1	826	378	0
1	827	379	0
1	828	380	0
1	829	381	0
1	830	382	0
1	831	383	0
1	832	384	0
1	833	385	0
1	834	386	0
1	835	387	0
1	836	388	0
1	837	389	0
1	838	390	0
1	839	391	0
1	840	392	0
1	841	393	0
1	842	394	0
1	843	395	0
1	844	396	0
1	845	397	0
1	846	398	0
1	847	399	0
1	848	400	0
1	849	401	0
1	850	402	0
1	851	403	0
1	852	404	0
